Primary Interest,Secondary Interest,Tertiary Interest,Customer Number,Customer Name,Customer Type,Credit Rating,Annual Income,Account Status,MID
"Gaming","Shopping","Restaurants",100094785.000000,"MEISTER, CHANG","RESIDENTIAL",785.000000,3320.000000,"ACTIVE","Sub_S100"
"Gaming","Shopping","Restaurants",100096579.000000,"PARADA, KATHEY","RESIDENTIAL",599.000000,195320.000000,"ACTIVE","Sub_S101"
"Research","Soccer","Tennis",100096717.000000,"GREENLAND, DIEGO","RESIDENTIAL",733.000000,82270.000000,"ACTIVE","Sub_S102"
"Restaurants","Stocks","Travel",100098557.000000,"VOISINET, VERNON","RESIDENTIAL",561.000000,80090.000000,"ACTIVE","Sub_S103"
"Sports","News","Shopping",100099477.000000,"FEYEN, DOLLY","RESIDENTIAL",685.000000,162740.000000,"ACTIVE","Sub_S104"
"News","Stocks","Travel",100101455.000000,"SALSMAN, LIGIA","RESIDENTIAL",662.000000,146820.000000,"ACTIVE","Sub_S105"
"Shopping","News","Gaming",100102927.000000,"MEDAL, MARCI","RESIDENTIAL",546.000000,145610.000000,"ACTIVE","Sub_S106"
"Shopping","Tennis","Restaurants",100103065.000000,"ZELKIN, ABBIE","RESIDENTIAL",666.000000,136700.000000,"ACTIVE","Sub_S107"
"Research","Soccer","Tennis",100103893.000000,"BLACKSTAR, NEAL","RESIDENTIAL",701.000000,3620.000000,"ACTIVE","Sub_S108"
"Shopping","Soccer","Tennis",100104307.000000,"GENTILCORE, LOVELLA","RESIDENTIAL",720.000000,9380.000000,"ACTIVE","Sub_S109"
"News","Gaming","Stocks",100105549.000000,"SEID, CHRISTIE","RESIDENTIAL",759.000000,178030.000000,"ACTIVE","Sub_S110"
"Soccer","Shopping","Restaurants",100107619.000000,"DUFNER, RANDELL","RESIDENTIAL",430.000000,171370.000000,"ACTIVE","Sub_S111"
"Soccer","Shopping","Restaurants",100107849.000000,"BORDELON, DOT","RESIDENTIAL",669.000000,44600.000000,"ACTIVE","Sub_S112"
"News","Gaming","Stocks",100033959.000000,"ABDULMUNIEM, DARIA","RESIDENTIAL",771.000000,48860.000000,"ACTIVE","Sub_S235"
"Sports","News","Shopping",100035385.000000,"GENNOCK, MARINA","RESIDENTIAL",598.000000,37240.000000,"ACTIVE","Sub_S236"
"Shopping","Soccer","Tennis",100035707.000000,"STORMS, STACY","RESIDENTIAL",516.000000,155280.000000,"ACTIVE","Sub_S237"
"News","Gaming","Stocks",100035799.000000,"SOLTAU, HALEY","RESIDENTIAL",604.000000,126480.000000,"ACTIVE","Sub_S238"
"Attractions","Soccer","Fun",100036811.000000,"NEUBAUER, IRA","RESIDENTIAL",428.000000,78750.000000,"ACTIVE","Sub_S239"
"Travel","Restaurants","Stocks",100036903.000000,"AGUELE, FLORETTA","RESIDENTIAL",503.000000,14440.000000,"ACTIVE","Sub_S240"
"Research","Soccer","Tennis",100037593.000000,"SALEM, GENESIS","RESIDENTIAL",809.000000,12800.000000,"ACTIVE","Sub_S241"
"Travel","Soccer","Restaurants",100038421.000000,"WARSME, EMMETT","RESIDENTIAL",431.000000,182440.000000,"ACTIVE","Sub_S242"
"Shopping","Soccer","Tennis",100039479.000000,"RHEINGANS, ALICA","RESIDENTIAL",680.000000,81240.000000,"ACTIVE","Sub_S243"
"Research","Soccer","Tennis",100040629.000000,"GUISTI, TILLIE","RESIDENTIAL",641.000000,186110.000000,"ACTIVE","Sub_S244"
"Travel","Restaurants","Stocks",100040675.000000,"SORRELLS, FLORIDA","RESIDENTIAL",692.000000,197060.000000,"ACTIVE","Sub_S245"
"Travel","Stocks","News",100569719.000000,"DIPIETRO, APOLONIA","RESIDENTIAL",524.000000,10090.000000,"ACTIVE","Sub_S812"
"Research","Soccer","Tennis",100570915.000000,"REGIER, PINKIE","RESIDENTIAL",532.000000,145970.000000,"ACTIVE","Sub_S813"
"Sports","News","Shopping",100573353.000000,"CROSSNO, DEANN","RESIDENTIAL",570.000000,97410.000000,"ACTIVE","Sub_S814"
"Attractions","Soccer","Fun",100573767.000000,"CALVO, ROZELLA","RESIDENTIAL",571.000000,95260.000000,"ACTIVE","Sub_S815"
"Soccer","Shopping","Restaurants",100574687.000000,"CASELLI, DEANNA","RESIDENTIAL",703.000000,103790.000000,"ACTIVE","Sub_S816"
"Travel","Soccer","Restaurants",100574963.000000,"DEWATERS, DANI","RESIDENTIAL",579.000000,61970.000000,"ACTIVE","Sub_S817"
"Restaurants","Stocks","Travel",100575285.000000,"CATMULL, DESTINY","RESIDENTIAL",489.000000,198420.000000,"ACTIVE","Sub_S818"
"Sports","News","Restaurants",100575469.000000,"BEATON, SARAN","RESIDENTIAL",674.000000,59120.000000,"ACTIVE","Sub_S819"
"Sports","News","Shopping",100576941.000000,"BRODA, NOEL","RESIDENTIAL",547.000000,25700.000000,"ACTIVE","Sub_S820"
"Shopping","Tennis","Restaurants",100578275.000000,"HEISSERER, SARAI","RESIDENTIAL",693.000000,87410.000000,"ACTIVE","Sub_S821"
"News","Stocks","Travel",100578459.000000,"CHRISTENSEN, GREGORIO","RESIDENTIAL",474.000000,82500.000000,"ACTIVE","Sub_S822"
"News","Gaming","Stocks",100000579.000000,"AURELIO, CLEMMIE","RESIDENTIAL",594.000000,98890.000000,"ACTIVE","Sub_S823"
"Restaurants","Stocks","Travel",100001729.000000,"YPINA, IVONNE","RESIDENTIAL",538.000000,40940.000000,"ACTIVE","Sub_S824"
"Shopping","News","Gaming",100003109.000000,"MCCRUDDEN, ARNOLDO","RESIDENTIAL",710.000000,185840.000000,"ACTIVE","Sub_S825"
"Restaurants","Stocks","Travel",100004995.000000,"BELARDO, NEVILLE","RESIDENTIAL",612.000000,136620.000000,"ACTIVE","Sub_S826"
"Travel","Soccer","Restaurants",100007341.000000,"BRIDGE, SHARLA","RESIDENTIAL",548.000000,76300.000000,"ACTIVE","Sub_S827"
"Restaurants","Shopping","Travel",100009227.000000,"STATTELMAN, LAILA","RESIDENTIAL",428.000000,121140.000000,"ACTIVE","Sub_S828"
"News","Gaming","Stocks",100010331.000000,"BOSLEY, NELLIE","RESIDENTIAL",750.000000,45760.000000,"ACTIVE","Sub_S829"
"Gaming","Shopping","Restaurants",100010975.000000,"DEORIO, SOILA","RESIDENTIAL",580.000000,194550.000000,"ACTIVE","Sub_S830"
"Travel","Restaurants","Stocks",100012769.000000,"TRECROCI, SHARON","RESIDENTIAL",787.000000,86690.000000,"ACTIVE","Sub_S831"
"Stocks","News","Sports ",100014287.000000,"KOCH, SANG","RESIDENTIAL",703.000000,199850.000000,"ACTIVE","Sub_S832"
"Sports","News","Restaurants",100017047.000000,"MALINKY, CYRUS","RESIDENTIAL",656.000000,69640.000000,"ACTIVE","Sub_S833"
"Travel","Stocks","News",100017093.000000,"COUNTERMAN, JULISSA","RESIDENTIAL",699.000000,80050.000000,"ACTIVE","Sub_S834"
"Attractions","Soccer","Fun",100017967.000000,"TRAYLER, XIOMARA","RESIDENTIAL",777.000000,120720.000000,"ACTIVE","Sub_S835"
"Shopping","News","Gaming",100019209.000000,"PEROTTA, CIERRA","RESIDENTIAL",423.000000,62590.000000,"ACTIVE","Sub_S836"
"Travel","Restaurants","Stocks",100019301.000000,"KEILEN, DIAMOND","RESIDENTIAL",520.000000,160270.000000,"ACTIVE","Sub_S837"
"Soccer","Shopping","Restaurants",100020267.000000,"GALLUSSER, QUINTIN","RESIDENTIAL",684.000000,9730.000000,"ACTIVE","Sub_S838"
"Shopping","News","Gaming",100021003.000000,"WINTERBOTTOM, SYDNEY","RESIDENTIAL",605.000000,133270.000000,"ACTIVE","Sub_S839"
"Gaming","Shopping","Restaurants",100022153.000000,"CUBBAGE, JUSTIN","RESIDENTIAL",556.000000,115600.000000,"ACTIVE","Sub_S840"
"Attractions","Soccer","Fun",100023349.000000,"ALLYN, BENJAMIN","RESIDENTIAL",556.000000,146220.000000,"ACTIVE","Sub_S841"
"Shopping","News","Gaming",100023809.000000,"FIGARY, DEBROAH","RESIDENTIAL",613.000000,85160.000000,"ACTIVE","Sub_S842"
"Shopping","Soccer","Tennis",100040721.000000,"MCGANNON, CLARENCE","RESIDENTIAL",723.000000,142920.000000,"ACTIVE","Sub_S246"
"Sports","News","Shopping",100041457.000000,"ADICKES, FREDERICA","RESIDENTIAL",675.000000,21660.000000,"ACTIVE","Sub_S247"
"Travel","Soccer","Restaurants",100042699.000000,"SPRINKLE, TERRY","RESIDENTIAL",712.000000,105370.000000,"ACTIVE","Sub_S248"
"Research","Soccer","Tennis",100044079.000000,"GUARD, GALE","RESIDENTIAL",488.000000,138220.000000,"ACTIVE","Sub_S249"
"Travel","Stocks","News",100045873.000000,"FURLOTTE, CHASTITY","RESIDENTIAL",683.000000,59610.000000,"ACTIVE","Sub_S250"
"Research","Soccer","Tennis",100046701.000000,"HUANG, DANIELLE","RESIDENTIAL",713.000000,29240.000000,"ACTIVE","Sub_S251"
"Travel","Soccer","Restaurants",100047851.000000,"HERLIHY, ARIANA","RESIDENTIAL",655.000000,114420.000000,"ACTIVE","Sub_S252"
"Travel","Soccer","Shopping",100049277.000000,"EDNIE, BASIL","RESIDENTIAL",489.000000,60640.000000,"ACTIVE","Sub_S253"
"Travel","Stocks","News",100051439.000000,"GOODGION, KERRY","RESIDENTIAL",648.000000,179430.000000,"ACTIVE","Sub_S254"
"Gaming","Shopping","Restaurants",100052267.000000,"CHISARI, ANH","RESIDENTIAL",688.000000,148130.000000,"ACTIVE","Sub_S255"
"Restaurants","Shopping","Travel",100053095.000000,"GARAY, LAURI","RESIDENTIAL",696.000000,100910.000000,"ACTIVE","Sub_S256"
"Research","Soccer","Tennis",100053371.000000,"CAMPMAN, RENATE","RESIDENTIAL",572.000000,179660.000000,"ACTIVE","Sub_S257"
"Shopping","News","Gaming",100054567.000000,"SIMA, BETHANIE","RESIDENTIAL",588.000000,5280.000000,"ACTIVE","Sub_S258"
"Soccer","Shopping","Restaurants",100057511.000000,"SUMABAT, CARYN","RESIDENTIAL",728.000000,60470.000000,"ACTIVE","Sub_S259"
"Gaming","Shopping","Restaurants",100058063.000000,"RUSK, MARIAH","RESIDENTIAL",477.000000,198770.000000,"ACTIVE","Sub_S260"
"Stocks","News","Sports ",100058983.000000,"CUMMINGHAM, RANAE","RESIDENTIAL",600.000000,7740.000000,"ACTIVE","Sub_S261"
"Travel","Soccer","Restaurants",100060547.000000,"NEMES, PRINCE","RESIDENTIAL",557.000000,49440.000000,"ACTIVE","Sub_S262"
"Shopping","News","Gaming",100060639.000000,"BRUZAS, DELIA","RESIDENTIAL",648.000000,147140.000000,"ACTIVE","Sub_S263"
"News","Stocks","Travel",100061559.000000,"SHIBA, SCOTTIE","RESIDENTIAL",771.000000,53320.000000,"ACTIVE","Sub_S264"
"Travel","Soccer","Shopping",100062111.000000,"SZCZEPANIK, ARVILLA","RESIDENTIAL",531.000000,87810.000000,"ACTIVE","Sub_S265"
"Sports","News","Shopping",100062295.000000,"BOCK, HUEY","RESIDENTIAL",716.000000,189340.000000,"ACTIVE","Sub_S266"
"Travel","Restaurants","Stocks",100064641.000000,"DUCKING, WESTON","RESIDENTIAL",658.000000,147890.000000,"ACTIVE","Sub_S267"
"Soccer","Travel","Research ",100066728.000000,"TWERSKY, MARCELINO","RESIDENTIAL",743.000000,142760.000000,"ACTIVE","Sub_S268"
"Travel","Restaurants","Stocks",100067004.000000,"ZELENKO, JUNG","RESIDENTIAL",606.000000,163470.000000,"ACTIVE","Sub_S269"
"Travel","Stocks","News",100067188.000000,"PENLEY, CLIFTON","RESIDENTIAL",798.000000,73470.000000,"ACTIVE","Sub_S270"
"Soccer","Travel","Research ",100068430.000000,"HOWLEY, SIGRID","RESIDENTIAL",434.000000,181500.000000,"ACTIVE","Sub_S271"
"News","Gaming","Stocks",100069350.000000,"WEINHEIMER, DUSTI","RESIDENTIAL",558.000000,186560.000000,"ACTIVE","Sub_S272"
"Shopping","News","Gaming",100069396.000000,"KOEHNE, JACQULINE","RESIDENTIAL",607.000000,121330.000000,"ACTIVE","Sub_S273"
"Shopping","Tennis","Restaurants",100070086.000000,"POMAR, TEOFILA","RESIDENTIAL",494.000000,23660.000000,"ACTIVE","Sub_S274"
"Gaming","Shopping","Restaurants",100070868.000000,"SCHLINDWEIN, NAKISHA","RESIDENTIAL",485.000000,80140.000000,"ACTIVE","Sub_S275"
"Shopping","Soccer","Tennis",100024683.000000,"FINE, TAWANDA","RESIDENTIAL",685.000000,35300.000000,"ACTIVE","Sub_S843"
"Shopping","Tennis","Restaurants",100026615.000000,"WITHERS, JUDITH","RESIDENTIAL",619.000000,84000.000000,"ACTIVE","Sub_S844"
"Attractions","Soccer","Fun",100028501.000000,"KORNEGAY, LLOYD","RESIDENTIAL",503.000000,156010.000000,"ACTIVE","Sub_S845"
"Soccer","Shopping","Restaurants",100030157.000000,"SILGUERO, MIGDALIA","RESIDENTIAL",572.000000,173980.000000,"ACTIVE","Sub_S846"
"Restaurants","Shopping","Travel",100031169.000000,"BRYAN, RETHA","RESIDENTIAL",782.000000,117150.000000,"ACTIVE","Sub_S847"
"Shopping","News","Gaming",100033423.000000,"STANDEN, ISAIAS","RESIDENTIAL",636.000000,106130.000000,"ACTIVE","Sub_S848"
"Travel","Soccer","Shopping",100033929.000000,"MEVIS, CASSANDRA","RESIDENTIAL",735.000000,176880.000000,"ACTIVE","Sub_S849"
"Research","Soccer","Tennis",100036045.000000,"PRANGER, RENE","RESIDENTIAL",447.000000,37890.000000,"ACTIVE","Sub_S850"
"News","Gaming","Stocks",100037195.000000,"DIFFEE, THU","RESIDENTIAL",802.000000,41810.000000,"ACTIVE","Sub_S851"
"Restaurants","Shopping","Travel",100037379.000000,"GRIFFY, HARRIETT","RESIDENTIAL",590.000000,68490.000000,"ACTIVE","Sub_S852"
"Stocks","News","Sports ",100037701.000000,"MALINE, ILIANA","RESIDENTIAL",510.000000,145150.000000,"ACTIVE","Sub_S853"
"Shopping","Tennis","Restaurants",100038713.000000,"DESORBO, ANN","RESIDENTIAL",723.000000,47250.000000,"ACTIVE","Sub_S854"
"Travel","Stocks","News",100040323.000000,"CALENDER, STEVIE","RESIDENTIAL",729.000000,1150.000000,"ACTIVE","Sub_S855"
"Stocks","News","Sports ",100041473.000000,"BENAMATI, BRANDA","RESIDENTIAL",675.000000,39850.000000,"ACTIVE","Sub_S856"
"Shopping","Tennis","Restaurants",100041841.000000,"HANRY, OLIVIA","RESIDENTIAL",658.000000,126500.000000,"ACTIVE","Sub_S857"
"Travel","Soccer","Restaurants",100042255.000000,"DAYMUDE, REBECCA","RESIDENTIAL",657.000000,197520.000000,"ACTIVE","Sub_S858"
"Soccer","Travel","Research ",100043589.000000,"CHUC, ANGLEA","RESIDENTIAL",796.000000,152480.000000,"ACTIVE","Sub_S859"
"Travel","Soccer","Restaurants",100043773.000000,"BONHAM, ESTHER","RESIDENTIAL",583.000000,193300.000000,"ACTIVE","Sub_S860"
"Restaurants","Stocks","Travel",100043911.000000,"DELOZIER, CHRISTIANA","RESIDENTIAL",732.000000,46330.000000,"ACTIVE","Sub_S861"
"Travel","Restaurants","Stocks",100045429.000000,"MICHAUD, RUSSELL","RESIDENTIAL",641.000000,144820.000000,"ACTIVE","Sub_S862"
"Research","Soccer","Tennis",100046855.000000,"GRETHER, VIOLA","RESIDENTIAL",465.000000,18570.000000,"ACTIVE","Sub_S863"
"Soccer","Shopping","Restaurants",100048695.000000,"SONDHEIMER, NORINE","RESIDENTIAL",716.000000,113700.000000,"ACTIVE","Sub_S864"
"Shopping","News","Gaming",100049155.000000,"NOFFSINGER, TESS","RESIDENTIAL",764.000000,128620.000000,"ACTIVE","Sub_S865"
"Shopping","Soccer","Tennis",100049385.000000,"AZZANO, SONYA","RESIDENTIAL",587.000000,166730.000000,"ACTIVE","Sub_S866"
"Sports","News","Shopping",100049799.000000,"ABUHL, GWYN","RESIDENTIAL",606.000000,195000.000000,"ACTIVE","Sub_S867"
"News","Gaming","Stocks",100050167.000000,"WEINRAUB, EMELIA","RESIDENTIAL",577.000000,176100.000000,"ACTIVE","Sub_S868"
"Sports","News","Shopping",100050397.000000,"YASUI, ROSALINE","RESIDENTIAL",808.000000,53200.000000,"ACTIVE","Sub_S869"
"Travel","Soccer","Restaurants",100050627.000000,"SHALLOW, LEONEL","RESIDENTIAL",631.000000,34950.000000,"ACTIVE","Sub_S870"
"Shopping","Tennis","Restaurants",100051133.000000,"MULDREW, VERNELL","RESIDENTIAL",746.000000,198820.000000,"ACTIVE","Sub_S871"
"Shopping","Soccer","Tennis",100051823.000000,"GERTEL, JAY","RESIDENTIAL",638.000000,60000.000000,"ACTIVE","Sub_S872"
"Shopping","News","Gaming",100071466.000000,"REINBOLD, DONOVAN","RESIDENTIAL",666.000000,199460.000000,"ACTIVE","Sub_S276"
"Attractions","Soccer","Fun",100072432.000000,"MCKOAN, SVETLANA","RESIDENTIAL",452.000000,63320.000000,"ACTIVE","Sub_S277"
"Restaurants","Stocks","Travel",100073076.000000,"RAMIREZ, TRACEE","RESIDENTIAL",690.000000,151710.000000,"ACTIVE","Sub_S278"
"Research","Soccer","Tennis",100073628.000000,"MENCK, HYUN","RESIDENTIAL",431.000000,102130.000000,"ACTIVE","Sub_S279"
"Sports","News","Shopping",100073904.000000,"MENDIOLA, CLARITA","RESIDENTIAL",704.000000,69910.000000,"ACTIVE","Sub_S280"
"Travel","Restaurants","Stocks",100074686.000000,"WARMACK, TERA","RESIDENTIAL",703.000000,4330.000000,"ACTIVE","Sub_S281"
"Soccer","Travel","Research ",100075652.000000,"GREENUP, DOMINQUE","RESIDENTIAL",468.000000,10140.000000,"ACTIVE","Sub_S282"
"Research","Soccer","Tennis",100076066.000000,"MAVER, JOY","RESIDENTIAL",475.000000,8340.000000,"ACTIVE","Sub_S283"
"Shopping","Tennis","Restaurants",100076894.000000,"DEMMEL, ASHLIE","RESIDENTIAL",508.000000,75430.000000,"ACTIVE","Sub_S284"
"Gaming","Shopping","Restaurants",100077078.000000,"SCHULZ, IRENE","RESIDENTIAL",696.000000,56010.000000,"ACTIVE","Sub_S285"
"News","Gaming","Stocks",100079010.000000,"RONFELDT, DEBRA","RESIDENTIAL",615.000000,3360.000000,"ACTIVE","Sub_S286"
"Soccer","Travel","Research ",100080574.000000,"NICOLI, LAMONT","RESIDENTIAL",584.000000,181120.000000,"ACTIVE","Sub_S287"
"Travel","Soccer","Restaurants",100082414.000000,"CHAN, KASANDRA","RESIDENTIAL",416.000000,39350.000000,"ACTIVE","Sub_S288"
"Attractions","Soccer","Fun",100083380.000000,"REIFSCHNEIDER, ADELINE","RESIDENTIAL",593.000000,192380.000000,"ACTIVE","Sub_S289"
"Restaurants","Shopping","Travel",100083702.000000,"SEALE, STUART","RESIDENTIAL",514.000000,144270.000000,"ACTIVE","Sub_S290"
"Stocks","News","Sports ",100084622.000000,"PAGLIO, CORTEZ","RESIDENTIAL",627.000000,117120.000000,"ACTIVE","Sub_S291"
"Travel","Soccer","Restaurants",100085680.000000,"ESKINS, MARION","RESIDENTIAL",498.000000,92980.000000,"ACTIVE","Sub_S292"
"Shopping","News","Gaming",100086876.000000,"HIPPS, GUILLERMO","RESIDENTIAL",495.000000,6240.000000,"ACTIVE","Sub_S293"
"Restaurants","Shopping","Travel",100087106.000000,"VANMETER, LEANDRO","RESIDENTIAL",721.000000,42740.000000,"ACTIVE","Sub_S294"
"Travel","Stocks","News",100087566.000000,"MALUSKY, CORENE","RESIDENTIAL",782.000000,540.000000,"ACTIVE","Sub_S295"
"Research","Soccer","Tennis",100088992.000000,"MISLUK, DIANNE","RESIDENTIAL",605.000000,116980.000000,"ACTIVE","Sub_S296"
"Shopping","Soccer","Tennis",100090234.000000,"OSDOBA, LOREE","RESIDENTIAL",644.000000,115940.000000,"ACTIVE","Sub_S297"
"Sports","News","Restaurants",100091706.000000,"MACDERMOTT, MADELYN","RESIDENTIAL",523.000000,36460.000000,"ACTIVE","Sub_S298"
"Sports","News","Restaurants",100093454.000000,"WHITEBIRD, ERVIN","RESIDENTIAL",665.000000,86000.000000,"ACTIVE","Sub_S299"
"Travel","Soccer","Restaurants",100093500.000000,"SPRUIELL, EDWINA","RESIDENTIAL",704.000000,104210.000000,"ACTIVE","Sub_S300"
"Soccer","Shopping","Restaurants",100094696.000000,"POPWELL, CARMEL","RESIDENTIAL",707.000000,129360.000000,"ACTIVE","Sub_S301"
"Shopping","News","Gaming",100096260.000000,"ALONZO, ESTEBAN","RESIDENTIAL",665.000000,50090.000000,"ACTIVE","Sub_S302"
"Restaurants","Stocks","Travel",100098238.000000,"KIRCHAUSEN, JOLANDA","RESIDENTIAL",649.000000,153110.000000,"ACTIVE","Sub_S303"
"Restaurants","Shopping","Travel",100098514.000000,"BUFFALOE, NATHANAEL","RESIDENTIAL",517.000000,128650.000000,"ACTIVE","Sub_S304"
"Attractions","Soccer","Fun",100098882.000000,"HAMMRICH, SUZANNA","RESIDENTIAL",494.000000,165980.000000,"ACTIVE","Sub_S305"
"Sports","News","Shopping",100098928.000000,"SPAZIANI, COLBY","RESIDENTIAL",540.000000,119700.000000,"ACTIVE","Sub_S306"
"Soccer","Shopping","Restaurants",100054767.000000,"STEINBROOK, RINA","RESIDENTIAL",771.000000,157540.000000,"ACTIVE","Sub_S873"
"Travel","Soccer","Restaurants",100054951.000000,"STARNES, MARGE","RESIDENTIAL",565.000000,157910.000000,"ACTIVE","Sub_S874"
"Travel","Stocks","News",100055411.000000,"OROURKE, WILFORD","RESIDENTIAL",622.000000,174760.000000,"ACTIVE","Sub_S875"
"Travel","Soccer","Shopping",100056515.000000,"CLAUNCH, SHANA","RESIDENTIAL",529.000000,195550.000000,"ACTIVE","Sub_S876"
"Travel","Soccer","Restaurants",100057481.000000,"PROBST, LEONA","RESIDENTIAL",691.000000,103530.000000,"ACTIVE","Sub_S877"
"Restaurants","Shopping","Travel",100057619.000000,"BLACKGOAT, MICHEL","RESIDENTIAL",438.000000,110860.000000,"ACTIVE","Sub_S878"
"Attractions","Soccer","Fun",100058171.000000,"HEGEDUS, MIQUEL","RESIDENTIAL",582.000000,144640.000000,"ACTIVE","Sub_S879"
"Travel","Soccer","Restaurants",100059551.000000,"PHILIPS, CHERYLE","RESIDENTIAL",759.000000,25790.000000,"ACTIVE","Sub_S880"
"Restaurants","Shopping","Travel",100061069.000000,"SEO, PERCY","RESIDENTIAL",689.000000,123630.000000,"ACTIVE","Sub_S881"
"Travel","Stocks","News",100062081.000000,"CARTEZ, ANGELIC","RESIDENTIAL",496.000000,99930.000000,"ACTIVE","Sub_S882"
"News","Gaming","Stocks",100062127.000000,"LASSETER, EMANUEL","RESIDENTIAL",527.000000,125240.000000,"ACTIVE","Sub_S883"
"Shopping","News","Gaming",100064289.000000,"CAFFEY, FELICITA","RESIDENTIAL",708.000000,60620.000000,"ACTIVE","Sub_S884"
"Restaurants","Shopping","Travel",100064749.000000,"GOSSAGE, EBONY","RESIDENTIAL",757.000000,5840.000000,"ACTIVE","Sub_S885"
"Soccer","Travel","Research ",100066054.000000,"KUBOTA, CHARLINE","RESIDENTIAL",470.000000,199340.000000,"ACTIVE","Sub_S886"
"Restaurants","Shopping","Travel",100067066.000000,"BAGG, ELYSE","RESIDENTIAL",684.000000,94650.000000,"ACTIVE","Sub_S887"
"Travel","Restaurants","Stocks",100067480.000000,"GIBBONS, TOMMY","RESIDENTIAL",689.000000,109520.000000,"ACTIVE","Sub_S888"
"News","Stocks","Travel",100067618.000000,"GAUCI, PAM","RESIDENTIAL",424.000000,17450.000000,"ACTIVE","Sub_S889"
"Travel","Soccer","Shopping",100071666.000000,"TRIVINO, ARNOLDO","RESIDENTIAL",476.000000,35190.000000,"ACTIVE","Sub_S890"
"Soccer","Travel","Research ",100072494.000000,"LUTMAN, ELVIN","RESIDENTIAL",502.000000,195480.000000,"ACTIVE","Sub_S891"
"Soccer","Travel","Research ",100073736.000000,"SHELLUM, TAMRA","RESIDENTIAL",547.000000,155180.000000,"ACTIVE","Sub_S892"
"Travel","Soccer","Shopping",100074104.000000,"HISER, ALEXANDRA","RESIDENTIAL",518.000000,116340.000000,"ACTIVE","Sub_S893"
"Sports","News","Shopping",100074150.000000,"ORZALLI, VERONA","RESIDENTIAL",560.000000,180750.000000,"ACTIVE","Sub_S894"
"Stocks","News","Sports ",100075162.000000,"COFFEN, GWEN","RESIDENTIAL",783.000000,120740.000000,"ACTIVE","Sub_S895"
"Travel","Restaurants","Stocks",100076726.000000,"BUCHANON, DONOVAN","RESIDENTIAL",744.000000,54080.000000,"ACTIVE","Sub_S896"
"News","Gaming","Stocks",100077692.000000,"MCDANIEL, BONITA","RESIDENTIAL",504.000000,103030.000000,"ACTIVE","Sub_S897"
